"","Groupe","Cocktail","Ingrédients","Recette","Images"
"560","cocktails-a-la-vodka","roulette-russe"," Sucre","
			Réalisez la recette ""Roulette Russe"" directement dans le verre.		 
			Dans le verre shooter mettre la vodka, le galliano et y déposer un quartier de citron Y verser un peu de sucre.
Dans un verre à cognac, mettre la sambuca et déposer le verre à cognac sur un verre normal de façon a avoir un équillibre (en 45 degrés).
Faire flamber la sambuca en faisant tourner le verre a cognac.
Faire flamber pendant environ 5 sec. et verser le tout sur le ou les shooters, attendre environ 5 sec.
Boire le shooter et manger le citron immédiatement apres avoir avalé l'alcool.
Bien éteindre le feu avant de boire! 
ATTENTION: salissant pour les comptoirs et faire sur une surface résistante au feu!
Très spectaculaire lorsque plusieurs shooters sont fait, on tamise les lumières et on fait couler la Sambuca enflammée sur les shooters ce qui crée un mur de feu.		 
			Servir dans un verre de type ""shooter"".		 
			Aucune.		",NA
"561","96-grands-classiques","russe-blanc","5 cl de vodka","
			Réalisez la recette ""Russe Blanc"" au shaker.		 
			Placez quelques glaçons dans le verre. Frappez les ingrédients avec de la glace et versez en retenant les glaçons du shaker.		 
			Servir dans un verre de type ""old fashioned"".		","https://assets.afcdn.com/recipe/20180816/81800_w512h384c1cx1456cy1412.jpg"
"562","96-grands-classiques","russe-blanc","2 cl de liqueur de café (kahlua, marie brizard)","
			Réalisez la recette ""Russe Blanc"" au shaker.		 
			Placez quelques glaçons dans le verre. Frappez les ingrédients avec de la glace et versez en retenant les glaçons du shaker.		 
			Servir dans un verre de type ""old fashioned"".		","https://assets.afcdn.com/recipe/20180816/81800_w512h384c1cx1456cy1412.jpg"
"563","96-grands-classiques","russe-blanc","3 cl de crème fraîche liquide","
			Réalisez la recette ""Russe Blanc"" au shaker.		 
			Placez quelques glaçons dans le verre. Frappez les ingrédients avec de la glace et versez en retenant les glaçons du shaker.		 
			Servir dans un verre de type ""old fashioned"".		","https://assets.afcdn.com/recipe/20180816/81800_w512h384c1cx1456cy1412.jpg"
"564","96-grands-classiques","white-russian","4 cl de vodka","
			Réalisez la recette ""White Russian"" directement dans le verre.		 
			Dans le verre, sur des glaçons, verser les ingrédients. Servir avec un batônnet mélangeur.Pour un peu plus de légèreté, préférez du lait entier à la crème liquide.		 
			Servir dans un verre de type ""old fashioned"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180801/81664_w512h384c1cx3976cy2652.jpg"
"565","96-grands-classiques","white-russian","4 cl de liqueur de café (kahlua, marie brizard)","
			Réalisez la recette ""White Russian"" directement dans le verre.		 
			Dans le verre, sur des glaçons, verser les ingrédients. Servir avec un batônnet mélangeur.Pour un peu plus de légèreté, préférez du lait entier à la crème liquide.		 
			Servir dans un verre de type ""old fashioned"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180801/81664_w512h384c1cx3976cy2652.jpg"
"566","96-grands-classiques","white-russian","2 cl de lait","
			Réalisez la recette ""White Russian"" directement dans le verre.		 
			Dans le verre, sur des glaçons, verser les ingrédients. Servir avec un batônnet mélangeur.Pour un peu plus de légèreté, préférez du lait entier à la crème liquide.		 
			Servir dans un verre de type ""old fashioned"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180801/81664_w512h384c1cx3976cy2652.jpg"
"567","96-grands-classiques","white-russian","2 cl de crème fraîche liquide","
			Réalisez la recette ""White Russian"" directement dans le verre.		 
			Dans le verre, sur des glaçons, verser les ingrédients. Servir avec un batônnet mélangeur.Pour un peu plus de légèreté, préférez du lait entier à la crème liquide.		 
			Servir dans un verre de type ""old fashioned"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180801/81664_w512h384c1cx3976cy2652.jpg"
"568","cocktails-a-la-vodka","vodka-martini-vodkatini","7 cl de vodka","
			Réalisez la recette ""Vodka martini (Vodkatini)"" dans un verre à mélange.		 
			Verser les ingrédients dans un verre à mélange avec des glaçons et remuez legèrement avant de le passer dans le verre à cocktail raffraîchi sans glaçons. Garnir d'une ou deux olives.		 
			Servir dans un verre de type ""verre à martini"".		 
			Décorer avec 1 ou 2 olives vertes dénoyautées.		","https://assets.afcdn.com/recipe/20180801/81666_w512h384c1cx2222cy1786.jpg"
"569","cocktails-a-la-vodka","vodka-martini-vodkatini","5 gouttes de vermouth dry (martini, noilly prat)","
			Réalisez la recette ""Vodka martini (Vodkatini)"" dans un verre à mélange.		 
			Verser les ingrédients dans un verre à mélange avec des glaçons et remuez legèrement avant de le passer dans le verre à cocktail raffraîchi sans glaçons. Garnir d'une ou deux olives.		 
			Servir dans un verre de type ""verre à martini"".		 
			Décorer avec 1 ou 2 olives vertes dénoyautées.		","https://assets.afcdn.com/recipe/20180801/81666_w512h384c1cx2222cy1786.jpg"
"570","cocktails-a-la-vodka","caipiroska","6 cl de vodka","
			Réalisez la recette ""Caipiroska"" directement dans le verre.		 
			Lavez le citron vert et coupez-le en huit. Ecrasez lentement le citron vert coupé en morceaux au fond du verre avec le sucre en poudre jusqu'à l'extraction la plus complète possible du jus en retirant la partie centrale de couleur blanche responsable de l'amertume. Recouvrir le mélange citron-sucre d'une bonne couche de glace pilée ou des glaçons sinon, puis faire le niveau à la vodka. Ne pas rajouter de sucre après l'adjonction de la glace (le nouveau sucre ne se dissout plus).		 
			Servir dans un verre de type ""old fashioned"".		","https://assets.afcdn.com/recipe/20181220/84947_w512h384c1cx3740cy2160.jpg"
"571","cocktails-a-la-vodka","caipiroska","1 citron vert","
			Réalisez la recette ""Caipiroska"" directement dans le verre.		 
			Lavez le citron vert et coupez-le en huit. Ecrasez lentement le citron vert coupé en morceaux au fond du verre avec le sucre en poudre jusqu'à l'extraction la plus complète possible du jus en retirant la partie centrale de couleur blanche responsable de l'amertume. Recouvrir le mélange citron-sucre d'une bonne couche de glace pilée ou des glaçons sinon, puis faire le niveau à la vodka. Ne pas rajouter de sucre après l'adjonction de la glace (le nouveau sucre ne se dissout plus).		 
			Servir dans un verre de type ""old fashioned"".		","https://assets.afcdn.com/recipe/20181220/84947_w512h384c1cx3740cy2160.jpg"
"572","cocktails-a-la-vodka","caipiroska","1 cuillère à soupe de sucre","
			Réalisez la recette ""Caipiroska"" directement dans le verre.		 
			Lavez le citron vert et coupez-le en huit. Ecrasez lentement le citron vert coupé en morceaux au fond du verre avec le sucre en poudre jusqu'à l'extraction la plus complète possible du jus en retirant la partie centrale de couleur blanche responsable de l'amertume. Recouvrir le mélange citron-sucre d'une bonne couche de glace pilée ou des glaçons sinon, puis faire le niveau à la vodka. Ne pas rajouter de sucre après l'adjonction de la glace (le nouveau sucre ne se dissout plus).		 
			Servir dans un verre de type ""old fashioned"".		","https://assets.afcdn.com/recipe/20181220/84947_w512h384c1cx3740cy2160.jpg"
"573","96-grands-classiques","black-russian","6 cl de vodka","
			Réalisez la recette ""Black Russian"" directement dans le verre.		 
			Verser les alcools directement sur les glaçons. Remuer avant de consommer.
.		 
			Servir dans un verre de type ""old fashioned"".		 
			Deux cerises à l'eau de vie piquées.		","https://assets.afcdn.com/recipe/20180903/82116_w512h384c1cx3324cy2216.jpg"
"574","96-grands-classiques","black-russian","3 cl de liqueur de café (kahlua, marie brizard)","
			Réalisez la recette ""Black Russian"" directement dans le verre.		 
			Verser les alcools directement sur les glaçons. Remuer avant de consommer.
.		 
			Servir dans un verre de type ""old fashioned"".		 
			Deux cerises à l'eau de vie piquées.		","https://assets.afcdn.com/recipe/20180903/82116_w512h384c1cx3324cy2216.jpg"
"575","cocktails-a-la-vodka","liqueur-de-cafe","120 g de café en grains","
			Réalisez la recette ""Liqueur de café"" directement en bouteilles.		 
			Mettre les grains de café concassés et la gousse de vanille fendue en deux dans un bocal. Couvrir avec la vodka et laisser macérer 15 jours, bocal fermé. Ne pas laisser macérer plus de 20 jours sinon la liqueur sera trop amère.
Filtrer le mélange, ajouter le sucre, mélanger et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84458_w512h384c1cx2475cy1218.jpg"
"576","cocktails-a-la-vodka","liqueur-de-cafe","20 cl de sirop de sucre de canne","
			Réalisez la recette ""Liqueur de café"" directement en bouteilles.		 
			Mettre les grains de café concassés et la gousse de vanille fendue en deux dans un bocal. Couvrir avec la vodka et laisser macérer 15 jours, bocal fermé. Ne pas laisser macérer plus de 20 jours sinon la liqueur sera trop amère.
Filtrer le mélange, ajouter le sucre, mélanger et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84458_w512h384c1cx2475cy1218.jpg"
"577","cocktails-a-la-vodka","liqueur-de-cafe","1 l de vodka","
			Réalisez la recette ""Liqueur de café"" directement en bouteilles.		 
			Mettre les grains de café concassés et la gousse de vanille fendue en deux dans un bocal. Couvrir avec la vodka et laisser macérer 15 jours, bocal fermé. Ne pas laisser macérer plus de 20 jours sinon la liqueur sera trop amère.
Filtrer le mélange, ajouter le sucre, mélanger et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84458_w512h384c1cx2475cy1218.jpg"
"578","cocktails-a-la-vodka","liqueur-de-cafe","1 vanille","
			Réalisez la recette ""Liqueur de café"" directement en bouteilles.		 
			Mettre les grains de café concassés et la gousse de vanille fendue en deux dans un bocal. Couvrir avec la vodka et laisser macérer 15 jours, bocal fermé. Ne pas laisser macérer plus de 20 jours sinon la liqueur sera trop amère.
Filtrer le mélange, ajouter le sucre, mélanger et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84458_w512h384c1cx2475cy1218.jpg"
"579","cocktails-a-la-vodka","kiss-cool","3 cl de vodka","
			Réalisez la recette ""Kiss Cool"" directement dans le verre.		 
			Verser les ingrédients dans le verre. Verser le verre dans la bouche sans avaler et faire un bain de bouche de 10 secondes environ.
Ensuite avaler et aspirer fortement en ouvrant un petit peu la bouche.		 
			Servir dans un verre de type ""shooter"".		","https://assets.afcdn.com/recipe/20181221/85009_w512h384c1cx1308cy1716.jpg"
"580","cocktails-a-la-vodka","kiss-cool","2 cl de liqueur de menthe blanche (get 31)","
			Réalisez la recette ""Kiss Cool"" directement dans le verre.		 
			Verser les ingrédients dans le verre. Verser le verre dans la bouche sans avaler et faire un bain de bouche de 10 secondes environ.
Ensuite avaler et aspirer fortement en ouvrant un petit peu la bouche.		 
			Servir dans un verre de type ""shooter"".		","https://assets.afcdn.com/recipe/20181221/85009_w512h384c1cx1308cy1716.jpg"
"581","cocktails-a-la-vodka","kiss-cool","1/2 cl de curaçao bleu","
			Réalisez la recette ""Kiss Cool"" directement dans le verre.		 
			Verser les ingrédients dans le verre. Verser le verre dans la bouche sans avaler et faire un bain de bouche de 10 secondes environ.
Ensuite avaler et aspirer fortement en ouvrant un petit peu la bouche.		 
			Servir dans un verre de type ""shooter"".		","https://assets.afcdn.com/recipe/20181221/85009_w512h384c1cx1308cy1716.jpg"
"582","cocktails-a-la-vodka","vodka-tagada","1 bouteille de vodka","
			Réalisez la recette ""Vodka Tagada"" directement en bouteilles.		 
			Passez au mixer deux verres de vodka et un sachet de fraises tagada en bonbons. A l'aide d'un entonnoir, tout verser dans une bouteille de vodka et remplir à ras-bord de vodka. Fermer la bouteille et laisser macérer (1 à 3 jours) à température ambiante, en remuant de temps en temps. (Si le mélange n'est pas complètement transparent, laisser macérer plus de temps.) Rafraîchir au réfrigérateur ou au congélateur avant de consommer. Se conserve longtemps...		 
			Servir dans un verre de type """".		",NA
"583","cocktails-a-la-vodka","vodka-tagada","200 g de fraise tagada","
			Réalisez la recette ""Vodka Tagada"" directement en bouteilles.		 
			Passez au mixer deux verres de vodka et un sachet de fraises tagada en bonbons. A l'aide d'un entonnoir, tout verser dans une bouteille de vodka et remplir à ras-bord de vodka. Fermer la bouteille et laisser macérer (1 à 3 jours) à température ambiante, en remuant de temps en temps. (Si le mélange n'est pas complètement transparent, laisser macérer plus de temps.) Rafraîchir au réfrigérateur ou au congélateur avant de consommer. Se conserve longtemps...		 
			Servir dans un verre de type """".		",NA
"584","cocktails-a-la-vodka","vodka-red-bull"," Energy drink (red bull, pitbull, duff)","
			Réalisez la recette ""Vodka red bull"" directement dans le verre.		 
			Verser la vodka dans le verre contenant des glaçons et compléter avec le red bul.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de quelques sucreries en forme de nounours ou de deux tranches de citron vert.		","https://assets.afcdn.com/recipe/20180906/82150_w512h384c1cx2640cy2210.jpg"
"585","cocktails-a-la-vodka","vodka-red-bull","3 cl de vodka","
			Réalisez la recette ""Vodka red bull"" directement dans le verre.		 
			Verser la vodka dans le verre contenant des glaçons et compléter avec le red bul.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer de quelques sucreries en forme de nounours ou de deux tranches de citron vert.		","https://assets.afcdn.com/recipe/20180906/82150_w512h384c1cx2640cy2210.jpg"
"586","cocktails-a-la-vodka","cervelle-de-singe","1 cl de sirop de grenadine","
			Réalisez la recette ""Cervelle de Singe"" directement dans le verre.		 
			Verser la vodka puis la grenadine, doucement, afin que la grenadine tombe au fond tout en ayant légèrement coloré la vodka. Versez le Bailey's doucement dans le milieu du verre pour qu'il prenne forme (le cerveau). Il ne tombera pas au fond, car il ""flotera"" au dessus de la grenadine. A boire d'un trait.		 
			Servir dans un verre de type ""shooter"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"587","cocktails-a-la-vodka","cervelle-de-singe","1 cl de crème de whisky (baileys)","
			Réalisez la recette ""Cervelle de Singe"" directement dans le verre.		 
			Verser la vodka puis la grenadine, doucement, afin que la grenadine tombe au fond tout en ayant légèrement coloré la vodka. Versez le Bailey's doucement dans le milieu du verre pour qu'il prenne forme (le cerveau). Il ne tombera pas au fond, car il ""flotera"" au dessus de la grenadine. A boire d'un trait.		 
			Servir dans un verre de type ""shooter"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"588","cocktails-a-la-vodka","cervelle-de-singe","3 cl de vodka","
			Réalisez la recette ""Cervelle de Singe"" directement dans le verre.		 
			Verser la vodka puis la grenadine, doucement, afin que la grenadine tombe au fond tout en ayant légèrement coloré la vodka. Versez le Bailey's doucement dans le milieu du verre pour qu'il prenne forme (le cerveau). Il ne tombera pas au fond, car il ""flotera"" au dessus de la grenadine. A boire d'un trait.		 
			Servir dans un verre de type ""shooter"".		 
			Aucune décoration.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"589","cocktails-a-la-vodka","porn-star-martini","1.5 cl de sirop de vanille","
			Réalisez la recette ""Porn Star Martini"" au shaker.		 
			Frappez les ingrédients avec des glaçons. Verser. 
Le shot de champagne sert à rafraîchir le palais afin de profiter pleinement des qualités du cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Garnir d’une moitié de fruit de la passion saupoudrée de sucre vanillé.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"590","cocktails-a-la-vodka","porn-star-martini","1.5 cl de sirop de fruit de la passion (maracuja)","
			Réalisez la recette ""Porn Star Martini"" au shaker.		 
			Frappez les ingrédients avec des glaçons. Verser. 
Le shot de champagne sert à rafraîchir le palais afin de profiter pleinement des qualités du cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Garnir d’une moitié de fruit de la passion saupoudrée de sucre vanillé.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"591","cocktails-a-la-vodka","porn-star-martini","3.5 cl de vodka","
			Réalisez la recette ""Porn Star Martini"" au shaker.		 
			Frappez les ingrédients avec des glaçons. Verser. 
Le shot de champagne sert à rafraîchir le palais afin de profiter pleinement des qualités du cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Garnir d’une moitié de fruit de la passion saupoudrée de sucre vanillé.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"592","cocktails-a-la-vodka","porn-star-martini","5 cl de purée de fruit de la passion","
			Réalisez la recette ""Porn Star Martini"" au shaker.		 
			Frappez les ingrédients avec des glaçons. Verser. 
Le shot de champagne sert à rafraîchir le palais afin de profiter pleinement des qualités du cocktail.
.		 
			Servir dans un verre de type ""verre à martini"".		 
			Garnir d’une moitié de fruit de la passion saupoudrée de sucre vanillé.		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"593","cocktails-a-la-vodka","vin-de-sureau","1 l de vin blanc","
			Réalisez la recette ""Vin de sureau"" directement en bouteilles.		 
			Choisir des fleurs bien épanouies. Faire macérer le vin, avec les fleurs de sureau pendant 48 heures. Filtrer. Ajouter l’eau de vie et le sucre et mettre en bouteilles. .		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"594","cocktails-a-la-vodka","vin-de-sureau","6 fleurs de sureau","
			Réalisez la recette ""Vin de sureau"" directement en bouteilles.		 
			Choisir des fleurs bien épanouies. Faire macérer le vin, avec les fleurs de sureau pendant 48 heures. Filtrer. Ajouter l’eau de vie et le sucre et mettre en bouteilles. .		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"595","cocktails-a-la-vodka","vin-de-sureau","15 cl de vodka","
			Réalisez la recette ""Vin de sureau"" directement en bouteilles.		 
			Choisir des fleurs bien épanouies. Faire macérer le vin, avec les fleurs de sureau pendant 48 heures. Filtrer. Ajouter l’eau de vie et le sucre et mettre en bouteilles. .		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"596","cocktails-a-la-vodka","vin-de-sureau","150 g de sucre","
			Réalisez la recette ""Vin de sureau"" directement en bouteilles.		 
			Choisir des fleurs bien épanouies. Faire macérer le vin, avec les fleurs de sureau pendant 48 heures. Filtrer. Ajouter l’eau de vie et le sucre et mettre en bouteilles. .		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180703/80161_w30h30c1cx350cy350.jpg"
"597","cocktails-a-la-vodka","moloko","30 cl de vodka","
			Réalisez la recette ""Moloko"" à la casserole.		 
			Faire chauffer le lait à la casserole, y faire fondre les carambars et le sucre. Laisser refroidir et ajouter la vodka. Mettez en bouteilles ou servez dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche de citron.		",NA
"598","cocktails-a-la-vodka","moloko","6 sucre en morceaux","
			Réalisez la recette ""Moloko"" à la casserole.		 
			Faire chauffer le lait à la casserole, y faire fondre les carambars et le sucre. Laisser refroidir et ajouter la vodka. Mettez en bouteilles ou servez dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche de citron.		",NA
"599","cocktails-a-la-vodka","moloko","4 carambars","
			Réalisez la recette ""Moloko"" à la casserole.		 
			Faire chauffer le lait à la casserole, y faire fondre les carambars et le sucre. Laisser refroidir et ajouter la vodka. Mettez en bouteilles ou servez dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche de citron.		",NA
"600","cocktails-a-la-vodka","moloko","20 cl de lait","
			Réalisez la recette ""Moloko"" à la casserole.		 
			Faire chauffer le lait à la casserole, y faire fondre les carambars et le sucre. Laisser refroidir et ajouter la vodka. Mettez en bouteilles ou servez dans un verre contenant des glaçons.		 
			Servir dans un verre de type ""tumbler"".		 
			Une tranche de citron.		",NA
"601","cocktails-a-la-vodka","liqueur-de-framboises","350 g de sucre","
			Réalisez la recette ""Liqueur de Framboises"" directement en bouteilles.		 
			Mettre les framboises dans un bocal avec la vodka. Après un mois de macération filtrer. Préparer le sirop de sucre le laisser refroidir, l'ajouter à l'alcool. Mettre en bouteilles. Peut être consommée après 2-3 jours de repos et se conserve 2 ans.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180906/82152_w512h384c1cx1583cy3261.jpg"
"602","cocktails-a-la-vodka","liqueur-de-framboises","4 verres d'eau","
			Réalisez la recette ""Liqueur de Framboises"" directement en bouteilles.		 
			Mettre les framboises dans un bocal avec la vodka. Après un mois de macération filtrer. Préparer le sirop de sucre le laisser refroidir, l'ajouter à l'alcool. Mettre en bouteilles. Peut être consommée après 2-3 jours de repos et se conserve 2 ans.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180906/82152_w512h384c1cx1583cy3261.jpg"
"603","cocktails-a-la-vodka","liqueur-de-framboises","1 l de vodka","
			Réalisez la recette ""Liqueur de Framboises"" directement en bouteilles.		 
			Mettre les framboises dans un bocal avec la vodka. Après un mois de macération filtrer. Préparer le sirop de sucre le laisser refroidir, l'ajouter à l'alcool. Mettre en bouteilles. Peut être consommée après 2-3 jours de repos et se conserve 2 ans.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180906/82152_w512h384c1cx1583cy3261.jpg"
"604","cocktails-a-la-vodka","liqueur-de-framboises","500 g de framboises","
			Réalisez la recette ""Liqueur de Framboises"" directement en bouteilles.		 
			Mettre les framboises dans un bocal avec la vodka. Après un mois de macération filtrer. Préparer le sirop de sucre le laisser refroidir, l'ajouter à l'alcool. Mettre en bouteilles. Peut être consommée après 2-3 jours de repos et se conserve 2 ans.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20180906/82152_w512h384c1cx1583cy3261.jpg"
"605","cocktails-a-la-vodka","liqueur-de-cerises","1 kg de cerises","
			Réalisez la recette ""Liqueur de cerises"" directement en bouteilles.		 
			Écraser les cerises dénoyautées. Concasser la moitié des noyaux. Mettre le tout dans un bocal, ajouter la vodka et fermer. Laisser macérer durant un mois. Filtrer le jus à travers un torchon en pressant les fruits. Ajouter le sucre au jus et remettre dans le bocal. Après quelques jours quand le sucre est fondu, décanter et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84455_w30h30c1cx150cy150.jpg"
"606","cocktails-a-la-vodka","liqueur-de-cerises","1 l de vodka","
			Réalisez la recette ""Liqueur de cerises"" directement en bouteilles.		 
			Écraser les cerises dénoyautées. Concasser la moitié des noyaux. Mettre le tout dans un bocal, ajouter la vodka et fermer. Laisser macérer durant un mois. Filtrer le jus à travers un torchon en pressant les fruits. Ajouter le sucre au jus et remettre dans le bocal. Après quelques jours quand le sucre est fondu, décanter et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84455_w30h30c1cx150cy150.jpg"
"607","cocktails-a-la-vodka","liqueur-de-cerises","350 g de sucre","
			Réalisez la recette ""Liqueur de cerises"" directement en bouteilles.		 
			Écraser les cerises dénoyautées. Concasser la moitié des noyaux. Mettre le tout dans un bocal, ajouter la vodka et fermer. Laisser macérer durant un mois. Filtrer le jus à travers un torchon en pressant les fruits. Ajouter le sucre au jus et remettre dans le bocal. Après quelques jours quand le sucre est fondu, décanter et mettre en bouteilles.		 
			Servir dans un verre de type """".		","https://assets.afcdn.com/recipe/20181130/84455_w30h30c1cx150cy150.jpg"
"608","cocktails-a-la-vodka","colonel","5 cl de vodka","
			Réalisez la recette ""Colonel"" au shaker.		 
			Frapper les ingrédients au shaker sans glaçons et verser dans le verre.		 
			Servir dans un verre de type ""coupe"".		 
			Un zeste de citron.		","https://assets.afcdn.com/recipe/20180906/82153_w512h384c1cx1318cy1154.jpg"
"609","cocktails-a-la-vodka","colonel","2 sorbet citron","
			Réalisez la recette ""Colonel"" au shaker.		 
			Frapper les ingrédients au shaker sans glaçons et verser dans le verre.		 
			Servir dans un verre de type ""coupe"".		 
			Un zeste de citron.		","https://assets.afcdn.com/recipe/20180906/82153_w512h384c1cx1318cy1154.jpg"
"610","96-grands-classiques","screwdriver-vodka-orange","4 cl de vodka","
			Réalisez la recette ""Screwdriver (Vodka orange)"" au shaker.		 
			Versez les ingrédients dans le shaker. Frappez, puis servez.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche d'orange.		","https://assets.afcdn.com/recipe/20180903/82121_w512h384c1cx1030cy930.jpg"
"611","96-grands-classiques","screwdriver-vodka-orange","12 cl de jus d'oranges","
			Réalisez la recette ""Screwdriver (Vodka orange)"" au shaker.		 
			Versez les ingrédients dans le shaker. Frappez, puis servez.		 
			Servir dans un verre de type ""tumbler"".		 
			Décorer avec une tranche d'orange.		","https://assets.afcdn.com/recipe/20180903/82121_w512h384c1cx1030cy930.jpg"
"612","cocktails-a-la-vodka","liqueur-de-banane","4 bananes","
			Réalisez la recette ""Liqueur de banane"" directement en bouteilles.		 
			Éplucher et couper les bananes en rondelles. Laisser infuser les bananes dans la vodka pendant 8 jours dans un récipient en verre. Au bout de 8 jours, faites cuire le sucre dans l'eau (ne pas laisser colorer) puis laisser refroidir. Filtrez l'infusion de banane et mélangez au sucre fondu. Mettez en bouteilles.		 
			Servir dans un verre de type """".		",NA
"613","cocktails-a-la-vodka","liqueur-de-banane","80 cl de vodka","
			Réalisez la recette ""Liqueur de banane"" directement en bouteilles.		 
			Éplucher et couper les bananes en rondelles. Laisser infuser les bananes dans la vodka pendant 8 jours dans un récipient en verre. Au bout de 8 jours, faites cuire le sucre dans l'eau (ne pas laisser colorer) puis laisser refroidir. Filtrez l'infusion de banane et mélangez au sucre fondu. Mettez en bouteilles.		 
			Servir dans un verre de type """".		",NA
"614","cocktails-a-la-vodka","liqueur-de-banane","40 cl d'eau","
			Réalisez la recette ""Liqueur de banane"" directement en bouteilles.		 
			Éplucher et couper les bananes en rondelles. Laisser infuser les bananes dans la vodka pendant 8 jours dans un récipient en verre. Au bout de 8 jours, faites cuire le sucre dans l'eau (ne pas laisser colorer) puis laisser refroidir. Filtrez l'infusion de banane et mélangez au sucre fondu. Mettez en bouteilles.		 
			Servir dans un verre de type """".		",NA
"615","cocktails-a-la-vodka","liqueur-de-banane","300 g de sucre","
			Réalisez la recette ""Liqueur de banane"" directement en bouteilles.		 
			Éplucher et couper les bananes en rondelles. Laisser infuser les bananes dans la vodka pendant 8 jours dans un récipient en verre. Au bout de 8 jours, faites cuire le sucre dans l'eau (ne pas laisser colorer) puis laisser refroidir. Filtrez l'infusion de banane et mélangez au sucre fondu. Mettez en bouteilles.		 
			Servir dans un verre de type """".		",NA
"616","cocktails-a-la-vodka","liqueur-de-noix-vertes","21 noix vertes","
			Réalisez la recette ""Liqueur de noix vertes"" directement en bouteilles.		 
			Ramasser les noix dans la première semaine de juillet. Les couper en quatre et les mettre à macérer pendant 3 mois dans la vodka dans un bocal couvert non fermé.
Faire un sirop avec les 500 g de sucre et l'eau. Laisser refroidir et mélanger le tout. Filtrer et mettre en bouteilles. On obtient un brou de noix qui plus il vieillit, meilleur il est. 
.		 
			Servir dans un verre de type """".		",NA
"617","cocktails-a-la-vodka","liqueur-de-noix-vertes","500 g de sucre","
			Réalisez la recette ""Liqueur de noix vertes"" directement en bouteilles.		 
			Ramasser les noix dans la première semaine de juillet. Les couper en quatre et les mettre à macérer pendant 3 mois dans la vodka dans un bocal couvert non fermé.
Faire un sirop avec les 500 g de sucre et l'eau. Laisser refroidir et mélanger le tout. Filtrer et mettre en bouteilles. On obtient un brou de noix qui plus il vieillit, meilleur il est. 
.		 
			Servir dans un verre de type """".		",NA
"618","cocktails-a-la-vodka","liqueur-de-noix-vertes","50 cl d'eau","
			Réalisez la recette ""Liqueur de noix vertes"" directement en bouteilles.		 
			Ramasser les noix dans la première semaine de juillet. Les couper en quatre et les mettre à macérer pendant 3 mois dans la vodka dans un bocal couvert non fermé.
Faire un sirop avec les 500 g de sucre et l'eau. Laisser refroidir et mélanger le tout. Filtrer et mettre en bouteilles. On obtient un brou de noix qui plus il vieillit, meilleur il est. 
.		 
			Servir dans un verre de type """".		",NA
